invoice_id,subscription_id,invoice_date,amount,currency,status
I000538,S00035,2025-12-11,99.00,EUR,paid
I000539,S00035,2026-01-11,99.00,EUR,paid
I000540,S00035,2026-02-11,99.00,EUR,paid
I000541,S00035,2026-03-11,99.00,EUR,paid
I000542,S00035,2026-04-11,99.00,EUR,paid
I000543,S00035,2026-05-11,99.00,EUR,paid
I000544,S00035,2026-06-11,99.00,EUR,paid
I000545,S00035,2026-07-11,99.00,EUR,paid
I000546,S00036,2024-05-17,99.00,EUR,paid
I000547,S00036,2024-06-17,99.00,EUR,failed
I000548,S00036,2024-07-17,99.00,EUR,paid
I000549,S00036,2024-08-17,99.00,EUR,paid
I000550,S00036,2024-09-17,99.00,EUR,paid
I000551,S00036,2024-10-17,99.00,EUR,paid
I000552,S00036,2024-11-17,99.00,EUR,paid
I000553,S00036,2024-12-17,99.00,EUR,paid
I000554,S00036,2025-01-17,99.00,EUR,paid
I000555,S00036,2025-02-17,99.00,EUR,paid
I000556,S00036,2025-03-17,99.00,EUR,paid
I000557,S00036,2025-04-17,99.00,EUR,paid
I000558,S00036,2025-05-17,99.00,EUR,paid
I000559,S00036,2025-06-17,99.00,EUR,paid
I000560,S00036,2025-07-17,99.00,EUR,paid
I000561,S00036,2025-08-17,99.00,EUR,paid
I000562,S00036,2025-09-17,99.00,EUR,paid
I000563,S00036,2025-10-17,99.00,EUR,paid
I000564,S00036,2025-11-17,99.00,EUR,paid
I000565,S00036,2025-12-17,99.00,EUR,paid
I000566,S00036,2026-01-17,99.00,EUR,failed
I000567,S00036,2026-02-17,99.00,EUR,paid
I000568,S00036,2026-03-17,99.00,EUR,paid
I000569,S00036,2026-04-17,99.00,EUR,paid
I000570,S00036,2026-05-17,99.00,EUR,paid
I000571,S00036,2026-06-17,99.00,EUR,paid
I000572,S00036,2026-07-17,99.00,EUR,paid
I000573,S00037,2024-04-28,299.00,EUR,paid
I000574,S00037,2024-05-28,299.00,EUR,paid
I000575,S00037,2024-06-28,299.00,EUR,paid
I000576,S00038,2025-06-01,299.00,EUR,paid
I000577,S00038,2025-07-01,299.00,EUR,paid
I000578,S00038,2025-08-01,299.00,EUR,paid
I000579,S00038,2025-09-01,299.00,EUR,paid
I000580,S00038,2025-10-01,299.00,EUR,open
I000581,S00038,2025-11-01,299.00,EUR,failed
I000582,S00038,2025-12-01,299.00,EUR,paid
I000583,S00038,2026-01-01,299.00,EUR,paid
I000584,S00038,2026-02-01,299.00,EUR,paid
I000585,S00038,2026-03-01,299.00,EUR,paid
I000586,S00038,2026-04-01,299.00,EUR,paid
I000587,S00039,2026-04-09,29.00,EUR,paid
I000588,S00039,2026-05-09,29.00,EUR,paid
I000589,S00039,2026-06-09,29.00,EUR,paid
I000590,S00039,2026-07-09,29.00,EUR,paid
I000591,S00040,2024-02-22,299.00,EUR,paid
I000592,S00040,2024-03-22,299.00,EUR,paid
I000593,S00040,2024-04-22,299.00,EUR,paid
I000594,S00040,2024-05-22,299.00,EUR,open
I000595,S00040,2024-06-22,299.00,EUR,paid
I000596,S00040,2024-07-22,299.00,EUR,paid
I000597,S00040,2024-08-22,299.00,EUR,paid
I000598,S00040,2024-09-22,299.00,EUR,paid
I000599,S00040,2024-10-22,299.00,EUR,paid
I000600,S00040,2024-11-22,299.00,EUR,paid
I000601,S99999,2024-12-22,299.00,EUR,paid
I000602,S00040,2025-01-22,299.00,EUR,paid
I000603,S00040,2025-02-22,299.00,EUR,paid
I000604,S00040,2025-03-22,299.00,EUR,paid
I000605,S00040,2025-04-22,299.00,EUR,failed
I000606,S00040,2025-05-22,299.00,EUR,paid
I000607,S00040,2025-06-22,299.00,EUR,failed
I000608,S00040,2025-07-22,299.00,EUR,paid
I000609,S00040,2025-08-22,299.00,EUR,paid
I000610,S00040,2025-09-22,299.00,EUR,paid
I000611,S00040,2025-10-22,299.00,EUR,paid
I000612,S00040,2025-11-22,299.00,EUR,open
I000613,S00040,2025-12-22,299.00,EUR,paid
I000614,S00040,2026-01-22,299.00,EUR,paid
I000615,S00040,2026-02-22,299.00,EUR,paid
I000616,S00040,2026-03-22,299.00,EUR,paid
I000617,S00040,2026-04-22,299.00,EUR,paid
I000618,S00040,2026-05-22,299.00,EUR,open
I000619,S00040,2026-06-22,299.00,EUR,paid
I000620,S00040,2026-07-22,299.00,EUR,paid
I000621,S00041,2025-01-10,29.00,EUR,paid
I000622,S00041,2025-02-10,29.00,EUR,paid
I000623,S00041,2025-03-10,29.00,EUR,paid
I000624,S00041,2025-04-10,29.00,EUR,paid
I000625,S00041,2025-05-10,29.00,EUR,paid
I000626,S00041,2025-06-10,29.00,EUR,paid
I000627,S00041,2025-07-10,29.00,EUR,paid
I000628,S00041,2025-08-10,29.00,EUR,paid
I000629,S00041,2025-09-10,29.00,EUR,paid
I000630,S00041,2025-10-10,29.00,EUR,failed
I000631,S00041,2025-11-10,29.00,EUR,paid
I000632,S00041,2025-12-10,29.00,EUR,paid
I000633,S00041,2026-01-10,29.00,EUR,failed
I000634,S00041,2026-02-10,29.00,EUR,paid
I000635,S00041,2026-03-10,29.00,EUR,paid
I000636,S00041,2026-04-10,29.00,EUR,paid
I000637,S00041,2026-05-10,29.00,EUR,failed
I000638,S00041,2026-06-10,29.00,EUR,paid
I000639,S00041,2026-07-10,29.00,EUR,paid
I000640,S00042,2025-11-03,99.00,EUR,paid
I000641,S00042,2025-12-03,99.00,EUR,paid
I000642,S00042,2026-01-03,99.00,EUR,paid
I000643,S00042,2026-02-03,99.00,EUR,paid
I000644,S00042,2026-03-03,99.00,EUR,paid
I000645,S00042,2026-04-03,99.00,EUR,paid
I000646,S00042,2026-05-03,99.00,EUR,paid
I000647,S00042,2026-06-03,99.00,EUR,paid
I000648,S00042,2026-07-03,99.00,EUR,paid
I000649,S00043,2024-06-27,299.00,EUR,paid
I000650,S00043,2024-07-27,299.00,EUR,paid
I000651,S00043,2024-08-27,299.00,EUR,paid
I000652,S00043,2024-09-27,299.00,EUR,failed
I000653,S00043,2024-10-27,299.00,EUR,paid
I000654,S00043,2024-11-27,299.00,EUR,paid
I000655,S00043,2024-12-27,299.00,EUR,paid
I000656,S00043,2025-01-27,299.00,EUR,paid
I000657,S00043,2025-02-27,299.00,EUR,paid
I000658,S00043,2025-03-27,299.00,EUR,paid
I000659,S00043,2025-04-27,299.00,EUR,paid
I000660,S00044,2025-05-10,99.00,EUR,paid
I000661,S00044,2025-06-10,99.00,EUR,paid
I000662,S00044,2025-07-10,99.00,EUR,paid
I000663,S00044,2025-08-10,99.00,EUR,failed
I000664,S00044,2025-09-10,99.00,EUR,paid
I000665,S00044,2025-10-10,99.00,EUR,paid
I000666,S00044,2025-11-10,99.00,EUR,paid
I000667,S00044,2025-12-10,99.00,EUR,paid
I000668,S00044,2026-01-10,99.00,EUR,paid
I000669,S00044,2026-02-10,99.00,EUR,paid
I000670,S00044,2026-03-10,99.00,EUR,failed
I000671,S00044,2026-04-10,99.00,EUR,paid
I000672,S00044,2026-05-10,99.00,EUR,paid
I000673,S00044,2026-06-10,99.00,EUR,paid
I000674,S00044,2026-07-10,99.00,EUR,paid
I000675,S00045,2025-07-20,99.00,EUR,paid
I000676,S00045,2025-08-20,99.00,EUR,paid
I000677,S00045,2025-09-20,99.00,EUR,paid
I000678,S00045,2025-10-20,99.00,EUR,paid
I000679,S00045,2025-11-20,99.00,EUR,paid
I000680,S00045,2025-12-20,99.00,EUR,paid
I000681,S00045,2026-01-20,99.00,EUR,paid
I000682,S00045,2026-02-20,99.00,EUR,paid
I000683,S00045,2026-03-20,99.00,EUR,failed
I000684,S00045,2026-04-20,99.00,EUR,paid
I000685,S00045,2026-05-20,99.00,EUR,paid
I000686,S00045,2026-06-20,99.00,EUR,paid
I000687,S00045,2026-07-20,99.00,EUR,paid
I000688,S00046,2024-11-16,99.00,EUR,paid
I000689,S00046,2024-12-16,99.00,EUR,paid
I000690,S00046,2025-01-16,99.00,EUR,paid
I000691,S00046,2025-02-16,99.00,EUR,open
I000692,S00046,2025-03-16,99.00,EUR,open
I000693,S00046,2025-04-16,99.00,EUR,paid
I000694,S00046,2025-05-16,99.00,EUR,paid
I000695,S00046,2025-06-16,99.00,EUR,paid
I000696,S00046,2025-07-16,99.00,EUR,paid
I000697,S00046,2025-08-16,99.00,EUR,paid
I000698,S00046,2025-09-16,99.00,EUR,paid
I000699,S00047,2024-06-06,99.00,EUR,paid
I000700,S00047,2024-07-06,99.00,EUR,paid
I000701,S00047,2024-08-06,99.00,EUR,paid
I000702,S00047,2024-09-06,99.00,EUR,open
I000703,S00047,2024-10-06,99.00,EUR,paid
I000704,S00047,2024-11-06,99.00,EUR,paid
I000705,S00047,2024-12-06,99.00,EUR,paid
I000706,S00047,2025-01-06,99.00,EUR,paid
I000707,S00047,2025-02-06,99.00,EUR,paid
I000708,S00047,2025-03-06,99.00,EUR,paid
I000709,S00047,2025-04-06,99.00,EUR,paid
I000710,S00047,2025-05-06,99.00,EUR,paid
I000711,S00047,2025-06-06,99.00,EUR,paid
I000712,S00047,2025-07-06,99.00,EUR,paid
I000713,S00047,2025-08-06,99.00,EUR,paid
I000714,S00047,2025-09-06,99.00,EUR,failed
I000715,S00047,2025-10-06,99.00,EUR,paid
I000716,S00047,2025-11-06,99.00,EUR,paid
I000717,S00047,2025-12-06,99.00,EUR,paid
I000718,S00047,2026-01-06,99.00,EUR,paid
I000719,S00047,2026-02-06,99.00,EUR,paid
I000720,S00047,2026-03-06,99.00,EUR,paid
I000721,S00047,2026-04-06,99.00,EUR,failed
I000722,S00047,2026-05-06,99.00,EUR,paid
I000723,S00047,2026-06-06,99.00,EUR,paid
I000724,S00047,2026-07-06,99.00,EUR,paid
I000725,S00048,2024-01-23,-99.00,EUR,paid
I000726,S00048,2024-02-23,-99.00,EUR,paid
I000727,S00048,2024-03-23,-99.00,EUR,failed
I000728,S00048,2024-04-23,-99.00,EUR,paid
I000729,S00048,2024-05-23,-99.00,EUR,failed
I000730,S00048,2024-06-23,-99.00,EUR,paid
I000731,S00048,2024-07-23,-99.00,EUR,paid
I000732,S00049,2024-03-16,299.00,EUR,paid
I000733,S00049,2024-04-16,299.00,EUR,paid
I000734,S00049,2024-05-16,299.00,EUR,paid
I000735,S00049,2024-06-16,299.00,EUR,paid
I000736,S00049,2024-07-16,299.00,EUR,paid
I000737,S00049,2024-08-16,299.00,EUR,paid
I000738,S00049,2024-09-16,299.00,EUR,paid
I000739,S00049,2024-10-16,299.00,EUR,paid
I000740,S00049,2024-11-16,299.00,EUR,failed
I000741,S00049,2024-12-16,299.00,EUR,paid
I000742,S00049,2025-01-16,299.00,EUR,paid
I000743,S00049,2025-02-16,299.00,EUR,paid
I000744,S00049,2025-03-16,299.00,EUR,paid
I000745,S00049,2025-04-16,299.00,EUR,paid
I000746,S00049,2025-05-16,299.00,EUR,paid
I000747,S00049,2025-06-16,299.00,EUR,paid
I000748,S00049,2025-07-16,299.00,EUR,paid
I000749,S00049,2025-08-16,299.00,EUR,paid
I000750,S00049,2025-09-16,299.00,EUR,paid
I000751,S00049,2025-10-16,299.00,EUR,paid
I000752,S00049,2025-11-16,299.00,EUR,paid
I000753,S00049,2025-12-16,299.00,EUR,paid
I000754,S00049,2026-01-16,299.00,EUR,paid
I000755,S00049,2026-02-16,299.00,EUR,paid
I000756,S00049,2026-03-16,299.00,EUR,open
I000757,S00049,2026-04-16,299.00,EUR,paid
I000758,S00049,2026-05-16,299.00,EUR,failed
I000759,S00049,2026-06-16,299.00,EUR,open
I000760,S00049,2026-07-16,299.00,EUR,paid
I000761,S00050,2024-08-15,299.00,EUR,paid
I000762,S00050,2024-09-15,299.00,EUR,failed
I000763,S00050,2024-10-15,299.00,EUR,paid
I000764,S00050,2024-11-15,299.00,EUR,paid
I000765,S00050,2024-12-15,299.00,EUR,open
I000766,S00050,2025-01-15,299.00,EUR,paid
I000767,S00050,2025-02-15,299.00,EUR,paid
I000768,S00050,2025-03-15,299.00,EUR,paid
I000769,S00050,2025-04-15,299.00,EUR,paid
I000770,S00050,2025-05-15,299.00,EUR,failed
I000771,S00050,2025-06-15,299.00,EUR,open
I000772,S00050,2025-07-15,299.00,EUR,paid
I000773,S00050,2025-08-15,299.00,EUR,open
I000774,S00050,2025-09-15,299.00,EUR,paid
I000775,S00050,2025-10-15,299.00,EUR,open
I000776,S00050,2025-11-15,299.00,EUR,failed
I000777,S00050,2025-12-15,299.00,EUR,paid
I000778,S00050,2026-01-15,299.00,EUR,paid
I000779,S00050,2026-02-15,299.00,EUR,failed
I000780,S00050,2026-03-15,299.00,EUR,failed
I000781,S00050,2026-04-15,299.00,EUR,open
I000782,S00050,2026-05-15,299.00,EUR,open
I000783,S00050,2026-06-15,299.00,EUR,paid
I000784,S00050,2026-07-15,299.00,EUR,paid
I000785,S00051,2024-10-07,99.00,EUR,paid
I000786,S00051,2024-11-07,99.00,EUR,failed
I000787,S00051,2024-12-07,99.00,EUR,paid
I000788,S00051,2025-01-07,99.00,EUR,failed
I000789,S00051,2025-02-07,99.00,EUR,paid
I000790,S00051,2025-03-07,99.00,EUR,paid
I000791,S00051,2025-04-07,99.00,EUR,failed
I000792,S00051,2025-05-07,99.00,EUR,open
I000793,S00051,2025-06-07,99.00,EUR,paid
I000794,S00051,2025-07-07,99.00,EUR,paid
I000795,S00051,2025-08-07,99.00,EUR,paid
I000796,S00051,2025-09-07,99.00,EUR,paid
I000797,S00051,2025-10-07,99.00,EUR,paid
I000798,S00052,2025-06-20,299.00,EUR,paid
I000799,S00052,2025-07-20,299.00,EUR,paid
I000800,S00052,2025-08-20,299.00,EUR,paid
I000801,S00052,2025-09-20,299.00,EUR,paid
I000802,S00052,2025-10-20,299.00,EUR,paid
I000803,S00052,2025-11-20,299.00,EUR,paid
I000804,S00052,2025-12-20,299.00,EUR,paid
I000805,S00052,2026-01-20,299.00,EUR,open
I000806,S00052,2026-02-20,299.00,EUR,open
I000807,S00052,2026-03-20,299.00,EUR,paid
I000808,S00052,2026-04-20,299.00,EUR,paid
I000809,S00052,2026-05-20,299.00,EUR,paid
I000810,S00052,2026-06-20,299.00,EUR,paid
I000811,S00052,2026-07-20,299.00,EUR,paid
I000812,S00053,2024-04-04,99.00,EUR,paid
I000813,S00053,2024-05-04,99.00,EUR,paid
I000814,S00053,2024-06-04,99.00,EUR,paid
I000815,S00053,2024-07-04,99.00,EUR,paid
I000816,S00053,2024-08-04,99.00,EUR,paid
I000817,S00053,2024-09-04,99.00,EUR,paid
I000818,S00053,2024-10-04,99.00,EUR,failed
I000819,S00053,2024-11-04,99.00,EUR,paid
I000820,S00053,2024-12-04,99.00,EUR,paid
I000821,S00053,2025-01-04,99.00,EUR,paid
I000822,S00053,2025-02-04,99.00,EUR,paid
I000823,S00053,2025-03-04,99.00,EUR,paid
I000824,S00053,2025-04-04,99.00,EUR,paid
I000825,S00053,2025-05-04,99.00,EUR,paid
I000826,S00053,2025-06-04,99.00,EUR,paid
I000827,S00053,2025-07-04,99.00,EUR,paid
I000828,S00053,2025-08-04,99.00,EUR,paid
I000829,S00053,2025-09-04,99.00,EUR,open
I000830,S00053,2025-10-04,99.00,EUR,paid
I000831,S00053,2025-11-04,99.00,EUR,paid
I000832,S00053,2025-12-04,99.00,EUR,paid
I000833,S00053,2026-01-04,99.00,EUR,open
I000834,S00053,2026-02-04,99.00,EUR,paid
I000835,S00053,2026-03-04,99.00,EUR,paid
I000836,S00053,2026-04-04,99.00,EUR,paid
I000837,S00053,2026-05-04,99.00,EUR,paid
I000838,S00053,2026-06-04,99.00,EUR,paid
I000839,S00053,2026-07-04,99.00,EUR,paid
I000840,S00054,2024-06-24,299.00,EUR,paid
I000841,S00054,2024-07-24,299.00,EUR,paid
I000842,S00054,2024-08-24,299.00,EUR,paid
I000843,S00054,2024-09-24,299.00,EUR,paid
I000844,S00054,2024-10-24,299.00,EUR,paid
I000845,S00054,2024-11-24,299.00,EUR,paid
I000846,S00054,2024-12-24,299.00,EUR,paid
I000847,S00054,2025-01-24,299.00,EUR,paid
I000848,S00054,2025-02-24,299.00,EUR,paid
I000849,S00054,2025-03-24,299.00,EUR,open
I000850,S00054,2025-04-24,299.00,EUR,paid
I000851,S00054,2025-05-24,299.00,EUR,paid
I000852,S00054,2025-06-24,299.00,EUR,paid
I000853,S00054,2025-07-24,299.00,EUR,paid
I000854,S00054,2025-08-24,299.00,EUR,paid
I000855,S00054,2025-09-24,299.00,EUR,paid
I000856,S00054,2025-10-24,299.00,EUR,paid
I000857,S00054,2025-11-24,299.00,EUR,paid
I000858,S00054,2025-12-24,299.00,EUR,paid
I000859,S00054,2026-01-24,299.00,EUR,paid
I000860,S00054,2026-02-24,299.00,EUR,paid
I000861,S00054,2026-03-24,299.00,EUR,paid
I000862,S00054,2026-04-24,299.00,EUR,paid
I000863,S00054,2026-05-24,299.00,EUR,paid
I000864,S00054,2026-06-24,299.00,EUR,paid
I000865,S00054,2026-07-24,299.00,EUR,paid
I000866,S00055,2024-07-23,299.00,EUR,paid
I000867,S00055,2024-08-23,299.00,EUR,paid
I000868,S00055,2024-09-23,299.00,EUR,paid
I000869,S00055,2024-10-23,299.00,EUR,paid
I000870,S00055,2024-11-23,299.00,EUR,paid
I000871,S00055,2024-12-23,299.00,EUR,paid
I000872,S00055,2025-01-23,299.00,EUR,paid
I000873,S00055,2025-02-23,299.00,EUR,paid
I000874,S00055,2025-03-23,299.00,EUR,paid
I000875,S00055,2025-04-23,299.00,EUR,paid
I000876,S00055,2025-05-23,299.00,EUR,paid
I000877,S00055,2025-06-23,299.00,EUR,paid
I000878,S00055,2025-07-23,299.00,EUR,paid
I000879,S00055,2025-08-23,299.00,EUR,paid
I000880,S00055,2025-09-23,299.00,EUR,paid
I000881,S00055,2025-10-23,299.00,EUR,paid
I000882,S00055,2025-11-23,299.00,EUR,failed
I000883,S00055,2025-12-23,299.00,EUR,failed
I000884,S00055,2026-01-23,299.00,EUR,paid
I000885,S00055,2026-02-23,299.00,EUR,failed
I000886,S00055,2026-03-23,299.00,EUR,paid
I000887,S00055,2026-04-23,299.00,EUR,paid
I000888,S00055,2026-05-23,299.00,EUR,paid
I000889,S00055,2026-06-23,299.00,EUR,paid
I000890,S00055,2026-07-23,299.00,EUR,failed
I000891,S00056,2025-03-25,99.00,EUR,paid
I000892,S00056,2025-04-25,99.00,EUR,paid
I000893,S00056,2025-05-25,99.00,EUR,failed
I000894,S00056,2025-06-25,99.00,EUR,paid
I000895,S00056,2025-07-25,99.00,EUR,open
I000896,S00056,2025-08-25,99.00,EUR,open
I000897,S00056,2025-09-25,99.00,EUR,paid
I000898,S00056,2025-10-25,99.00,EUR,paid
I000899,S00056,2025-11-25,99.00,EUR,paid
I000900,S00056,2025-12-25,99.00,EUR,paid
I000901,S00056,2026-01-25,99.00,EUR,paid
I000902,S00056,2026-02-25,99.00,EUR,paid
I000903,S00056,2026-03-25,99.00,EUR,paid
I000904,S00056,2026-04-25,99.00,EUR,paid
I000905,S00056,2026-05-25,99.00,EUR,paid
I000906,S00056,2026-06-25,99.00,EUR,paid
I000907,S00056,2026-07-25,99.00,EUR,paid
I000908,S00057,2025-01-01,29.00,EUR,paid
I000909,S00057,2025-02-01,29.00,EUR,paid
I000910,S00057,2025-03-01,29.00,EUR,paid
I000911,S00057,2025-04-01,29.00,EUR,paid
I000912,S00057,2025-05-01,29.00,EUR,paid
I000913,S00057,2025-06-01,29.00,EUR,paid
I000914,S00057,2025-07-01,29.00,EUR,paid
I000915,S00057,2025-08-01,29.00,EUR,paid
I000916,S00057,2025-09-01,29.00,EUR,paid
I000917,S00057,2025-10-01,29.00,EUR,paid
I000918,S00057,2025-11-01,29.00,EUR,failed
I000919,S00057,2025-12-01,29.00,EUR,paid
I000920,S00057,2026-01-01,29.00,EUR,paid
I000921,S00057,2026-02-01,29.00,EUR,paid
I000922,S00057,2026-03-01,29.00,EUR,paid
I000923,S00057,2026-04-01,29.00,EUR,paid
I000924,S00057,2026-05-01,29.00,EUR,open
I000925,S00057,2026-06-01,29.00,EUR,paid
I000926,S00057,2026-07-01,29.00,EUR,paid
I000927,S00058,2025-06-26,29.00,EUR,paid
I000928,S00058,2025-07-26,29.00,EUR,paid
I000929,S00058,2025-08-26,29.00,EUR,paid
I000930,S00058,2025-09-26,29.00,EUR,paid
I000931,S00058,2025-10-26,29.00,EUR,paid
I000932,S00058,2025-11-26,29.00,EUR,paid
I000933,S00059,2024-09-25,299.00,EUR,paid
I000934,S00059,2024-10-25,299.00,EUR,paid
I000935,S00059,2024-11-25,299.00,EUR,paid
I000936,S00059,2024-12-25,299.00,EUR,open
I000937,S00059,2025-01-25,299.00,EUR,paid
I000938,S00059,2025-02-25,299.00,EUR,paid
I000939,S00059,2025-03-25,299.00,EUR,paid
I000940,S00059,2025-04-25,299.00,EUR,paid
I000941,S00059,2025-05-25,299.00,EUR,paid
I000942,S00059,2025-06-25,299.00,EUR,paid
I000943,S00059,2025-07-25,299.00,EUR,paid
I000944,S00059,2025-08-25,299.00,EUR,paid
I000945,S00059,2025-09-25,299.00,EUR,paid
I000946,S00059,2025-10-25,299.00,EUR,paid
I000947,S00059,2025-11-25,299.00,EUR,paid
I000948,S00059,2025-12-25,299.00,EUR,paid
I000949,S00059,2026-01-25,299.00,EUR,paid
I000950,S00059,2026-02-25,299.00,EUR,paid
I000951,S00059,2026-03-25,299.00,EUR,paid
I000952,S00059,2026-04-25,299.00,EUR,failed
I000953,S00059,2026-05-25,299.00,EUR,open
I000954,S00059,2026-06-25,299.00,EUR,open
I000955,S00059,2026-07-25,299.00,EUR,paid
I000956,S00060,2024-09-06,99.00,EUR,paid
I000957,S00060,2024-10-06,99.00,EUR,paid
I000958,S00060,2024-11-06,99.00,EUR,failed
I000959,S00060,2024-12-06,99.00,EUR,failed
I000960,S00060,2025-01-06,99.00,EUR,paid
I000961,S00060,2025-02-06,99.00,EUR,paid
I000962,S00060,2025-03-06,99.00,EUR,paid
I000963,S00060,2025-04-06,99.00,EUR,paid
I000964,S00060,2025-05-06,99.00,EUR,paid
I000965,S00060,2025-06-06,99.00,EUR,paid
I000966,S00060,2025-07-06,99.00,EUR,paid
I000967,S00060,2025-08-06,99.00,EUR,paid
I000968,S00060,2025-09-06,99.00,EUR,paid
I000969,S00060,2025-10-06,99.00,EUR,paid
I000970,S00060,2025-11-06,99.00,EUR,paid
I000971,S00060,2025-12-06,99.00,EUR,paid
I000972,S00060,2026-01-06,99.00,EUR,open
I000973,S00060,2026-02-06,99.00,EUR,paid
I000974,S00060,2026-03-06,99.00,EUR,failed
I000975,S00060,2026-04-06,99.00,EUR,paid
I000976,S00060,2026-05-06,99.00,EUR,paid
I000977,S00060,2026-06-06,99.00,EUR,paid
I000978,S00060,2026-07-06,99.00,EUR,paid
I000979,S00061,2025-04-06,29.00,EUR,paid
I000980,S00061,2025-05-06,29.00,EUR,open
I000981,S00061,2025-06-06,29.00,EUR,paid
I000982,S00061,2025-07-06,29.00,EUR,paid
I000983,S00061,2025-08-06,29.00,EUR,paid
I000984,S00061,2025-09-06,29.00,EUR,paid
I000985,S00061,2025-10-06,29.00,EUR,paid
I000986,S00061,2025-11-06,29.00,EUR,paid
I000987,S00061,2025-12-06,29.00,EUR,paid
I000988,S00061,2026-01-06,29.00,EUR,open
I000989,S00061,2026-02-06,29.00,EUR,paid
I000990,S00061,2026-03-06,29.00,EUR,paid
I000991,S00061,2026-04-06,29.00,EUR,paid
I000992,S00061,2026-05-06,29.00,EUR,paid
I000993,S00061,2026-06-06,29.00,EUR,paid
I000994,S00061,2026-07-06,29.00,EUR,open
I000995,S00062,2024-04-17,29.00,EUR,paid
I000996,S00062,2024-05-17,29.00,EUR,failed
I000997,S00062,2024-06-17,29.00,EUR,paid
I000998,S00062,2024-07-17,29.00,EUR,failed
I000999,S00062,2024-08-17,29.00,EUR,failed
I001000,S00062,2024-09-17,29.00,EUR,paid
I001001,S00062,2024-10-17,29.00,EUR,failed
I001002,S00062,2024-11-17,29.00,EUR,paid
I001003,S00062,2024-12-17,29.00,EUR,paid
I001004,S00062,2025-01-17,29.00,EUR,paid
I001005,S00062,2025-02-17,29.00,EUR,paid
I001006,S00062,2025-03-17,29.00,EUR,open
I001007,S00062,2025-04-17,29.00,EUR,paid
I001008,S00062,2025-05-17,29.00,EUR,paid
I001009,S00062,2025-06-17,29.00,EUR,paid
I001010,S00062,2025-07-17,29.00,EUR,paid
I001011,S00062,2025-08-17,29.00,EUR,paid
I001012,S00062,2025-09-17,29.00,EUR,paid
I001013,S00062,2025-10-17,29.00,EUR,paid
I001014,S00062,2025-11-17,29.00,EUR,paid
I001015,S00062,2025-12-17,29.00,EUR,paid
I001016,S00062,2026-01-17,29.00,EUR,failed
I001017,S00062,2026-02-17,29.00,EUR,paid
I001018,S00062,2026-03-17,29.00,EUR,paid
I001019,S00062,2026-04-17,29.00,EUR,open
I001020,S00062,2026-05-17,29.00,EUR,paid
I001021,S00062,2026-06-17,29.00,EUR,paid
I001022,S00062,2026-07-17,29.00,EUR,paid
I001023,S00063,2024-02-08,99.00,EUR,paid
I001024,S00063,2024-03-08,99.00,EUR,paid
I001025,S00063,2024-04-08,99.00,EUR,paid
I001026,S00063,2024-05-08,99.00,EUR,failed
I001027,S00063,2024-06-08,99.00,EUR,paid
I001028,S00063,2024-07-08,99.00,EUR,paid
I001029,S00063,2024-08-08,99.00,EUR,paid
I001030,S00063,2024-09-08,99.00,EUR,paid
I001031,S00063,2024-10-08,99.00,EUR,paid
I001032,S00063,2024-11-08,99.00,EUR,paid
I001033,S00063,2024-12-08,99.00,EUR,paid
I001034,S00064,2024-09-21,99.00,EUR,paid
I001035,S00064,2024-10-21,99.00,EUR,paid
I001036,S00064,2024-11-21,99.00,EUR,paid
I001037,S00064,2024-12-21,99.00,EUR,paid
I001038,S00064,2025-01-21,99.00,EUR,failed
I001039,S00064,2025-02-21,99.00,EUR,paid
I001040,S00064,2025-03-21,99.00,EUR,paid
I001041,S00064,2025-04-21,99.00,EUR,paid
I001042,S00064,2025-05-21,99.00,EUR,paid
I001043,S00064,2025-06-21,99.00,EUR,paid
I001044,S00064,2025-07-21,99.00,EUR,paid
I001045,S00064,2025-08-21,99.00,EUR,paid
I001046,S00064,2025-09-21,99.00,EUR,open
I001047,S00064,2025-10-21,99.00,EUR,paid
I001048,S00064,2025-11-21,99.00,EUR,paid
I001049,S00064,2025-12-21,99.00,EUR,paid
I001050,S00064,2026-01-21,99.00,EUR,paid
I001051,S00064,2026-02-21,99.00,EUR,paid
I001052,S00064,2026-03-21,99.00,EUR,failed
I001053,S00064,2026-04-21,99.00,EUR,paid
I001054,S00064,2026-05-21,99.00,EUR,paid
I001055,S00064,2026-06-21,99.00,EUR,paid
I001056,S00064,2026-07-21,99.00,EUR,paid
I001057,S00065,2024-05-22,99.00,EUR,paid
I001058,S00065,2024-06-22,99.00,EUR,paid
I001059,S00065,2024-07-22,99.00,EUR,paid
I001060,S00065,2024-08-22,99.00,EUR,paid
I001061,S00065,2024-09-22,99.00,EUR,paid
I001062,S00065,2024-10-22,99.00,EUR,paid
I001063,S00065,2024-11-22,99.00,EUR,paid
I001064,S00065,2024-12-22,99.00,EUR,paid
I001065,S00066,2024-10-18,299.00,EUR,paid
I001066,S00066,2024-11-18,299.00,EUR,paid
I001067,S00066,2024-12-18,299.00,EUR,paid
I001068,S00066,2025-01-18,299.00,EUR,paid
I001069,S00066,2025-02-18,299.00,EUR,paid
I001070,S00066,2025-03-18,299.00,EUR,paid
I001071,S00066,2025-04-18,299.00,EUR,paid
I001072,S00066,2025-05-18,299.00,EUR,failed
I001073,S00066,2025-06-18,299.00,EUR,paid
I001074,S00066,2025-07-18,299.00,EUR,paid
I001075,S00066,2025-08-18,299.00,EUR,paid
